209112|15217
140607|15344
278927|15277
281957|223
131634|10943
76341|20629
271110|19271
271110|19272
135397|930707
293660|55252
87101|47005
262500|57270
299687|111588
131631|10943
100402|19272
100402|19271
157336|525
102899|59026
286217|578
1771|4945
122917|108
206647|39
267860|132239
118340|15218
269149|76595
269149|165787
269149|1318201
211672|8023
211672|124747
210577|7467
323675|20400
273248|138
246655|9032
105864|21198
290595|1454884
292431|14597
99861|12891
325348|1169024
245891|40644
245891|40684
257344|10965
150689|11181
11|1
241251|18878
76757|9340
76757|9339
194662|223
205775|6159
13590|36086
333371|568322
262504|57270
318917|928146
254128|132876
177572|227439
177572|70238
198663|1179066
205596|77965
158852|7087
336004|90812
244786|136495
155|525
76338|47005
127585|9032
260346|75035
177677|9033
198184|82194
228150|19769
101299|10943
214756|52139
284053|55934
238615|56512
98566|66739
264644|83281
24428|12891
140300|142312
140300|1262481
168259|2127
296098|488
263472|16847
312221|1056121
49051|108
10195|11181
534|36425
57158|108
270303|558929
302156|81476
150540|12890
150540|225987
156022|20907
680|138
603|9339
603|9340
273481|137427
122|108
274479|17883
27205|525
242582|57113
157350|17329
270946|44114
270946|18863
314365|17867
181533|17825
280996|15557
120|108
13|24
218|2710
264660|2036
265208|12786
112160|66022
112160|1642
119450|32278
225886|51851
10138|15277
