205584,27752
205584,105838
205584,1527210
205584,57830
205584,61784
205584,1244796
205584,1535047
205584,75893
205584,1535048
205584,95639
205584,6799
205584,1535049
205584,1535050
205584,1535051
205584,1535052
205584,1535053
205584,1535054
205584,1535055
205584,1272938
205584,1535056
205584,1535057
205584,1535058
205584,1535059
205584,1535060
205584,1535061
205584,1535062
205584,1535063
205584,1535064
205584,1535065
205584,1535066
205584,1535067
321258,62220
321258,1029403
321258,17283
321258,1383389
321258,14950
321258,346352
321258,1538879
267860,17276
267860,6383
267860,192
267860,9780
267860,6832
267860,5694
267860,17183
267860,115679
267860,8329
267860,33836
267860,146358
267860,342100
267860,5414
267860,16607
267860,1322312
331962,6384
331962,23931
331962,224513
331962,4443
331962,1443612
331962,124909
331962,1100144
331962,115255
331962,1568024
331962,18313
331962,120694
331962,1568025
331962,124909
276905,60949
276905,83586
276905,18284
276905,69122
276905,2440
276905,89819
276905,17782
276905,86498
276905,204462
276905,84495
276905,73288
276905,73016
276905,86343
276905,1577027
388862,237737
388862,61903
388862,27136
388862,204420
388862,77622
388862,1326322
391484,11160
391484,1225996
391484,1440179
391484,1446014
295699,986808
295699,83271
295699,1059597
295699,932091
295699,78198
295699,1224115
295699,224136
295699,56357
295699,1552435
295699,1140241
295699,1386305
295699,1467999
295699,1552436
295699,1163789
295699,1049938
295699,1517547
295699,1552437
295699,1317688
295699,1552438
295699,1131610
295699,1552439
295699,1255914
295699,1552440
295699,1552441
295699,1170889
295699,1552442
295699,1317152
295699,1552443
295699,1552444
295699,1552445
295699,1552446
295699,1552447
295699,1552448
295699,1552449
295699,1552450
295699,1552451
295699,1552452
295699,1552453
295699,1552454
295699,1552455
295699,1552456
295699,1284015
295699,930738
295699,1386308
295699,1552457
295699,1552458
295699,94311
295699,1552459
295699,131426
295699,1172105
295699,1552460
295699,1552461
295699,1552462
295699,1552463
295699,1552464
295699,1552465
295699,1552466
295699,1552467
323676,55536
323676,22970
323676,40462
323676,8534
323676,109869
323676,1093919
323676,452
323676,51383
323676,1254635
323676,933578
323676,174514
323676,1181329
391207,115730
391207,16850
391207,39012
391207,16429
391207,1434032
310131,1397778
310131,202032
310131,71083
310131,1397779
310131,1397780
310131,1397781
391485,258776
391485,278926
391485,84059
391485,108689
391485,1040549
391485,585897
391485,227987
391485,1194784
391485,1019550
391485,1123472
391485,1043127
391485,113251
391485,227221
391485,1064538
391485,1191701
391485,1008402
186759,84223
186759,88029
186759,17419
186759,996701
186759,54691
186759,4726
186759,1215525
186759,68842
186759,49914
186759,45445
186759,1427681
186759,11885
186759,53336
186759,85139
186759,52374
186759,1231717
186759,19974
186759,1105706
186759,1216132
186759,1219121
186759,212290
186759,60397
186759,1099717
186759,206485
186759,62864
186759,212003
186759,91030
186759,1505300
186759,1505301
186759,1505302
186759,1367216
186759,1392535
186759,1505303
186759,1505304
186759,1505305
186759,1505306
186759,1505307
186759,1285754
186759,1505308
186759,1505309
186759,1358567
300673,62064
300673,11107
300673,1893
300673,8783
300673,302165
300673,993774
300673,59219
300673,95047
300673,53259
300673,40039
300673,21132
300673,1078613
300673,1251875
300673,928638
379170,71580
379170,7060
379170,1218303
379170,11278
379170,34546
379170,125660
379170,1244469
379170,199522
379170,28477
379170,1484835
379170,1071133
379170,2462
379170,41043
379170,1167897
379170,79875
379170,1244276
302688,38405
302688,1278724
302688,54645
302688,34457
302688,32600
302688,934281
302688,53647
302688,12931
302688,8263
302688,54649
302688,14226
302688,14884
303858,1461
303858,147056
303858,85065
303858,1204
303858,1210610
303858,17287
303858,4808
303858,71815
303858,4445
303858,118937
146198,1893
146198,5294
146198,204
146198,84497
146198,4886
146198,90633
146198,57755
146198,53650
146198,20374
146198,5365
382517,26089
382517,45923
382517,1019796
382517,587697
382517,82816
382517,82816
354110,3416
354110,2628
354110,55636
354110,1248
354110,1121961
354110,7486
354110,138558
354110,4031
354110,142109
374465,17882
374465,55805
374465,27980
374465,1186111
374465,1096268
323675,55638
323675,9778
323675,81364
323675,110742
323675,83586
323675,8169
323675,65196
323675,4589
323675,83271
323675,76126
323675,109561
323675,929511
278154,5723
278154,74688
278154,5724
278154,15757
278154,27102
278154,16866
278154,968367
278154,1221716
278154,11108
278154,17039
278154,1213603
278154,212604
278154,204815
278154,550307
278154,1223082
278154,1107461
278154,5713
278154,46029
335778,10993
335778,7248
335778,12763
335778,22109
335778,142290
335778,1322236
335778,24607
335778,25095
335778,46856
335778,5310
335778,77823
335778,58501
335778,1058078
335778,1454286
339984,9278
339984,26291
339984,1483525
339984,15758
339984,1367322
339984,3911
339984,1480643
339984,1164259
339984,51456
339984,239574
339984,37937
339984,1511242
339984,156100
339984,990136
339984,31528
339984,1511243
339984,933545
339984,1205623
339984,1511244
339984,1358970
339984,1511245
339984,1511246
339984,1382839
339984,1511247
339984,1511248
339984,1511249
339984,1088939
339984,1502998
339984,1511250
339984,1046203
339984,1511252
339984,1511251
339984,1511253
339984,1511254
203835,98285
203835,10431
203835,188013
203835,37089
203835,2115
203835,41421
347126,1258700
347126,78501
347126,57171
347126,116431
347126,6719
347126,59153
347126,1535551
347126,8874
347126,85759
347126,1386122
347126,24810
332704,3490
332704,4783
332704,27752
332704,136348
332704,80664
332704,75713
332704,1445875
332704,1445876
332704,1445877
332704,152492
332704,1213271
332704,212730
332704,75712
332704,67119
332704,148899
359538,219708
359538,82304
359538,35962
359538,145231
359538,1572966
359538,35894
271826,559582
271826,59373
271826,19962
271826,8791
271826,1329703
271826,79612
271826,1197103
271826,559581
271826,38529
271826,1128383
271826,38525
302156,1269
302156,64
302156,2176
302156,59860
302156,90633
302156,10692
302156,31384
302156,43202
302156,78110
302156,17341
302156,1317159
302156,1385060
302156,1371439
302156,1385061
302156,10859
257087,56731
257087,11155
257087,4888
257087,82663
257087,53441
257087,81316
257087,1246804
257087,1281383
257087,60230
68735,52851
68735,77700
68735,11107
68735,1038379
68735,55470
68735,20286
68735,224167
68735,64436
68735,6574
68735,17018
68735,84222
68735,540
68735,77164
68735,1382451
68735,111930
373314,19536
373314,59860
373314,50463
373314,25002
373314,12041
373314,83271
373314,1158
373314,4173
382512,963818
382512,15761
382512,31549
382512,19508
382512,19506
382512,116315
382512,65640
382512,127387
382512,56853
382512,20903
382512,1043304
382512,94820
382512,216973
300671,59254
300671,17697
300671,62562
300671,10881
300671,94864
300671,18473
300671,82167
300671,1493722
300671,37645
300671,1493723
300671,154784
300671,202892
300671,1493724
300671,1493725
300671,1493726
300671,206757
291870,29222
291870,380
291870,143240
291870,119592
291870,20212
291870,1059597
291870,115974
291870,111683
291870,168380
291870,1332747
291870,1432290
291870,427978
291870,1319519
291870,1333845
291870,1046665
291870,112562
291870,1532414
291870,1064313
291870,155965
291870,1238614
291870,1529272
291870,1532415
291870,1456280
291870,1154191
291870,232749
291870,1383490
291870,1318798
291870,1532416
291870,1532417
291870,1502998
291870,1532418
291870,1158065
291870,1532419
291870,1532420
291870,450950
291870,1532421
291870,1532422
291870,1532423
291870,1068811
291870,1532424
291870,1532425
291870,1532428
291870,2047
263341,1620
263341,1341
263341,58319
263341,1583307
263341,232499
263341,113948
263341,2974
263341,145248
263341,1296430
263341,61705
263341,62711
263341,91378
263341,1408146
263341,1200415
297761,2888
297761,7499
297761,234352
297761,92404
297761,19492
297761,224181
297761,19487
297761,31164
297761,198150
297761,928572
297761,1289968
297761,880
297761,969189
297761,1461608
297761,33527
297761,83968
297761,4238
297761,84217
297761,35029
297761,44735
297761,1232769
297761,1545155
297761,1545156
297761,1545157
297761,932158
297761,1260782
301804,7517
301804,11155
301804,49425
301804,101847
301804,128628
301804,6066
301804,155934
301804,1186839
301804,1277188
301804,572407
301804,1478646
301804,583457
351819,9562
351819,89462
351819,20753
351819,51944
351819,98394
351819,10223
351819,75343
351819,1350469
351819,1365093
351819,214695
351819,1376001
351819,995358
351819,1434820
351819,83352
351819,1515525
351819,1224148
351819,1398257
284052,71580
284052,3063
284052,5294
284052,53714
284052,1019
284052,357551
284052,78110
284052,72873
284052,1186597
284052,30082
259694,118545
259694,221581
259694,88029
259694,85139
259694,87822
259694,521563
259694,496470
259694,111683
259694,41087
259694,1530879
259694,971388
259694,63914
259694,968350
259694,1352662
259694,1226277
259694,155422
329833,7399
329833,887
329833,23659
329833,955
329833,41091
329833,71580
329833,81364
329833,15286
329833,1954
329833,4720
329833,61110
329833,1493218
329833,150810
329833,1180696
329833,1255247
329833,203809
329833,212225
329833,226001
329833,77069
329833,85138
329833,982
329833,2628
329833,111455
329833,26042
329833,6949
329833,85757
329833,77069
329833,89815
329833,56367
329833,550307
329833,533007
329833,216294
329833,930058
329833,77068
329833,1372421
333385,84223
333385,6807
333385,56675
333385,3129
333385,150
333385,67979
333385,5296
333385,1165616
58431,1016168
58431,54738
58431,136532
58431,230680
58431,32987
58431,234982
58431,1325961
58431,1155473
58431,4391
58431,17286
58431,112824
58431,1345419
58431,9144
58431,178614
58431,1508785
58431,1325532
58431,1460120
58431,1547893
58431,1547894
58431,1221047
58431,1321628
58431,53351
346672,3967
346672,587020
346672,221116
346672,4391
346672,154689
346672,10920
346672,1283871
346672,213083
346672,1585399
315465,18056
315465,104522
315465,1018944
315465,1454976
315465,1254135
315465,40450
315465,552339
315465,93803
315465,1054260
315465,68472
315465,225662
315465,27788
315465,127893
315465,551776
362703,928572
362703,27740
362703,38670
362703,2047
362703,33527
362703,21629
362703,22462
362703,10963
362703,1558069
362703,1498026
332872,24974
332872,130260
332872,233947
332872,224728
332872,114463
332872,3618
332872,25258
47933,96066
47933,8984
47933,4785
47933,117437
47933,125025
47933,1255069
47933,101015
47933,4273
47933,1094091
47933,886
47933,2535
47933,6068
47933,150899
47933,1213786
47933,931264
47933,6167
47933,76916
47933,1446466
47933,81683
47933,1172108
47933,1546075
47933,61703
47933,995358
47933,1548734
47933,73609
47933,1278725
47933,80019
47933,1333907
47933,58758
47933,128560
47933,1397784
47933,1194214
47933,1458290
47933,1548735
47933,1529185
47933,1527955
47933,1371849
47933,1046665
47933,1264845
47933,1574844
47933,1527954
47933,78414
47933,967071
47933,1574845
47933,1287802
47933,1574846
47933,1474171
377587,51944
377587,81703
377587,41798
377587,80757
377587,17840
377587,1350469
377587,11827
377587,564348
377587,214108
377587,1377385
377587,81149
377587,1421229
377587,1411198
377587,78588
377587,1589833
388468,81401
388468,115926
388468,1592951
388468,74721
388468,107542
388468,563065
388468,226254
388468,1592952
15080,234364
15080,234645
15080,237776
15080,65426
15080,239830
15080,986393
15080,1029276
15080,986154
15080,1029740
15080,230389
15080,150324
15080,555256
15080,617
293768,4587
293768,37027
293768,1133063
293768,1173099
293768,1379385
293768,1367909
293768,52885
293768,1377677
293768,1413402
293768,544430
293768,1172814
293768,1159596
293768,1493736
293768,1298752
293768,1493737
385383,1225170
385383,1064601
385383,1477724
385383,1054725
385383,1592744
385383,1592745
385383,1592746
385383,123604
385383,1592747
385383,1592748
385383,1592749
385383,1592750
385383,1592751
385383,1592752
385383,1592753
385383,1592754
360606,1152083
360606,1331457
360606,1512175
360606,83186
360606,61182
360606,117995
360606,966902
360606,1116802
360606,205560
360606,1366610
360606,1406026
360606,1512176
360606,1512177
382542,1576809
382542,1576809
382542,1576822
382542,1576823
382542,1516745
382542,1576824
382542,1190885
382542,1307740
388347,1321628
388347,75566
388347,1592480
388347,1408946
388347,1349720
388347,1321628
388347,1088913
388347,1268984
388347,1514130
388347,1294465
388347,1472576
388347,1056072
241259,85
241259,76070
241259,1813
241259,1283
241259,4566
241259,3968
241259,6730
241259,125660
241259,13014
241259,7026
241259,9191
241259,25438
241259,11275
241259,30083
241259,26209
390437,37233
390437,35780
390437,1034470
390437,78922
390437,1355235
188927,62064
188927,17306
188927,1372
188927,8691
188927,11108
188927,68842
188927,21028
188927,17605
188927,568657
188927,1295
188927,59860
188927,592496
333352,15735
333352,84497
333352,4566
333352,20508
333352,1261694
333352,1320609
333352,1105463
333352,18325
333352,1412941
333352,1109482
333352,229606
333352,1148627
333352,1478709
333352,41044
333352,590270
333352,1029033
333352,936404
333352,1584775
333352,940459
333352,1140169
333352,1584776
333352,1332516
333352,1499041
333352,1584777
333352,7025
333352,1584779
333352,95639
333352,934796
333352,1584780
333352,1539940
333352,1584781
339547,1465525
339547,572195
339547,1465526
339547,1259874
389155,1597805
389155,1459102
389155,1598163
389155,1598164
380565,57395
380565,12261
380565,1452481
380565,1261375
380565,134708
380565,43612
380565,60613
380565,78110
380565,1098661
254302,91606
254302,23459
254302,16940
254302,114019
254302,32798
254302,34551
254302,109833
254302,588550
254302,17648
254302,1137823
254302,22809
254302,7055
254302,3309
254302,137471
254302,147255
254302,1336754
344041,11155
344041,2975
344041,1460685
344041,1130510
344041,220921
344041,27143
344041,189896
344041,1341565
383524,1591065
383524,1591069
383524,1591070
383524,1591071
267193,6730
267193,2983
267193,221581
267193,955
267193,6972
267193,52848
267193,82809
267193,78110
267193,109560
267193,16752
267193,563559
267193,66442
267193,52889
267193,1326866
267193,192838
267193,1041731
267193,1568706
267193,47969
267193,55583
267193,7321
267193,29699
267193,1261694
267193,6732
245703,335
245703,205
245703,33192
245703,1023139
245703,60875
245703,87954
245703,1274508
245703,9880
245703,1133063
245703,144160
245703,167564
245703,1049830
245703,121718
245703,62784
245703,555652
347689,5129
347689,20580
347689,61178
347689,968367
347689,1592668
347689,18262
347689,1479
347689,1232417
347689,14801
347689,5131
347689,15376
347689,57387
347689,32887
347689,1488448
347689,45418
347689,1592676
347689,1592677
347689,155625
347689,180132
347689,1212820
347689,16845
347689,1592689
347689,1592690
347689,1592691
347689,1592692
347689,1592693
347689,1592694
347689,1456468
347689,1447918
347689,92327
347689,44809
347689,85236
347689,15234
347689,210665
347689,1459830
347689,37011
234004,19506
234004,84490
234004,86007
234004,29446
234004,24362
234004,1355793
234004,19546
234004,5916
234004,16483
234004,98285
234004,1230
234004,13242
43074,55536
43074,41091
43074,1240487
43074,168452
43074,74568
43074,1271
43074,39390
43074,59841
43074,1267216
43074,1093919
43074,127048
382152,1575816
386830,1226596
386830,1225783
386830,967692
386830,1214430
386830,4445
389868,1257963
389868,227638
389868,93995
389856,1596833
389856,1563291
389856,1596832
389856,103123
389856,1135888
389856,1596831
313922,21028
313922,17606
313922,2387
313922,61178
313922,4451
313922,1081875
313922,209513
